input,CRA-Index,time
E,1.6091330313205316,1227185
E,4.030663357206135,2775808
E,4.726899869536856,2628411
E,3.663990461049284,1532528
E,5.365280331568364,1657212
E,4.345318900113421,2296624
E,4.8039325361893574,1745007
E,4.873006192531432,3156589
E,3.132247702604289,2100443
E,5.174216010327122,1964265
E,6.831037632444282,3746850
E,3.670002414602695,1612646
E,6.25899079335712,3363181
E,4.503326033609791,2486375
E,4.951998836064106,1861431
